,Bearing 1,Bearing 2,Bearing 3,Bearing 4
157,0.046,0.027000000000000003,0.032,0.059000000000000004
158,-0.005,-0.083,-0.017,-0.02
159,-0.042,-0.098,-0.017,-0.055999999999999994
160,0.11199999999999999,0.11199999999999999,0.125,0.027000000000000003
161,0.195,0.046,-0.012,0.051
162,0.168,0.051,0.006999999999999999,0.063
163,-0.151,0.13699999999999998,0.066,0.034
164,-0.18600000000000003,0.105,0.08800000000000001,0.005
165,0.151,-0.022000000000000002,0.098,-0.012
166,0.215,-0.146,-0.217,0.039
167,-0.076,-0.078,-0.10300000000000001,0.028999999999999998
168,-0.159,0.015,0.14400000000000002,0.015
169,0.261,0.063,0.08800000000000001,0.015
170,0.266,-0.054000000000000006,-0.215,0.063
171,0.022000000000000002,0.017,-0.049,-0.005
172,-0.127,0.059000000000000004,0.054000000000000006,-0.061
173,0.017,0.02,-0.022000000000000002,-0.08800000000000001
174,0.195,0.012,-0.076,0.002
175,0.044000000000000004,0.027000000000000003,-0.012,-0.022000000000000002
176,-0.17300000000000001,0.005,-0.051,-0.015
177,-0.222,0.02,-0.054000000000000006,-0.02
178,0.034,0.037000000000000005,-0.08800000000000001,0.034
179,0.237,0.044000000000000004,-0.032,0.012
180,0.022000000000000002,0.073,0.042,0.09300000000000001
181,-0.005,0.034,0.073,0.11199999999999999
182,0.081,-0.005,0.09300000000000001,0.068
183,0.168,-0.042,-0.09300000000000001,-0.017
184,0.083,0.066,-0.149,-0.044000000000000004
185,-0.024,-0.061,0.02,-0.046
186,-0.08800000000000001,0.0,0.2,-0.022000000000000002
187,-0.006999999999999999,-0.022000000000000002,-0.11699999999999999,0.002
188,0.034,0.024,-0.034,0.002
189,-0.012,0.006999999999999999,0.19,0.005
190,-0.039,-0.1,0.19,0.002
191,0.066,-0.042,-0.11199999999999999,-0.037000000000000005
192,0.132,0.002,-0.21,-0.01
193,0.10300000000000001,-0.11199999999999999,0.11,0.054000000000000006
194,-0.027000000000000003,-0.081,0.171,-0.002
195,-0.032,0.005,-0.022000000000000002,-0.051
196,-0.071,-0.051,-0.261,-0.083
197,-0.115,-0.273,-0.073,-0.017
198,-0.051,-0.078,0.085,0.034
199,0.10300000000000001,-0.051,-0.068,0.02
200,0.022000000000000002,-0.078,-0.18600000000000003,0.042
201,-0.09300000000000001,-0.027000000000000003,-0.006999999999999999,-0.051
202,-0.132,0.002,-0.122,-0.037000000000000005
203,0.028999999999999998,-0.012,-0.151,-0.022000000000000002
204,0.09300000000000001,0.017,-0.059000000000000004,-0.044000000000000004
205,0.068,0.032,-0.049,-0.09300000000000001
206,-0.10300000000000001,0.081,-0.006999999999999999,-0.122
207,-0.051,0.1,-0.068,-0.073
208,0.105,0.028999999999999998,-0.129,-0.002
209,0.09,-0.105,0.042,0.059000000000000004
210,-0.032,-0.059000000000000004,0.195,0.005
211,-0.095,0.051,0.061,-0.085
212,-0.055999999999999994,0.01,-0.028999999999999998,-0.132
213,0.068,-0.09,-0.046,0.10300000000000001
214,0.073,-0.083,0.122,0.171
215,-0.006999999999999999,-0.049,0.107,0.115
216,-0.09300000000000001,-0.134,0.049,-0.01
217,-0.055999999999999994,-0.115,0.11,-0.044000000000000004
218,0.09,-0.11,-0.028999999999999998,0.022000000000000002
219,0.006999999999999999,-0.078,-0.098,0.083
220,-0.129,-0.054000000000000006,0.017,0.122
221,-0.068,-0.006999999999999999,-0.02,0.044000000000000004
222,-0.022000000000000002,0.027000000000000003,-0.063,0.024
223,0.11199999999999999,0.12,-0.105,-0.032
224,0.22,0.132,-0.159,0.037000000000000005
225,0.11,-0.017,-0.073,0.046
226,-0.059000000000000004,0.08800000000000001,-0.044000000000000004,0.061
227,-0.046,0.049,-0.205,-0.027000000000000003
228,0.044000000000000004,0.032,0.068,0.006999999999999999
229,0.095,-0.037000000000000005,-0.002,-0.012
230,0.09300000000000001,-0.063,-0.12,-0.071
231,-0.054000000000000006,-0.027000000000000003,-0.022000000000000002,-0.028999999999999998
232,-0.193,0.002,0.149,-0.037000000000000005
233,-0.095,0.012,0.085,0.01
234,-0.034,-0.161,-0.032,0.098
235,0.105,-0.10300000000000001,0.154,0.083
236,0.002,-0.073,-0.032,0.005
237,-0.259,-0.1,-0.146,0.012
238,-0.149,-0.032,0.159,0.002
239,0.11,-0.076,-0.11199999999999999,0.071
240,0.1,-0.146,-0.10300000000000001,0.081
241,-0.107,0.034,0.11699999999999999,0.0
242,-0.154,0.046,0.01,-0.01
243,0.039,-0.078,-0.21,-0.028999999999999998
244,0.122,-0.166,0.061,0.005
245,0.203,0.146,0.055999999999999994,0.01
246,0.127,0.256,-0.059000000000000004,-0.012
247,0.23399999999999999,0.21,-0.049,-0.105
248,0.22899999999999998,0.1,-0.068,-0.151
249,-0.032,-0.01,-0.037000000000000005,-0.006999999999999999
250,-0.188,0.14400000000000002,0.015,0.028999999999999998
251,0.015,0.039,0.161,0.049
252,0.078,-0.02,0.015,-0.078
253,-0.028999999999999998,-0.037000000000000005,0.022000000000000002,-0.049
254,-0.142,0.16399999999999998,0.006999999999999999,0.085
255,0.11699999999999999,-0.09300000000000001,0.078,0.107
256,0.032,-0.115,0.161,0.125
257,-0.10300000000000001,0.042,0.046,0.054000000000000006
258,-0.005,-0.055999999999999994,0.146,-0.051
259,0.09,-0.2,0.046,0.002
260,-0.071,-0.042,-0.022000000000000002,0.039
261,-0.23199999999999998,-0.054000000000000006,-0.11699999999999999,-0.027000000000000003
262,-0.139,-0.071,-0.14400000000000002,-0.027000000000000003
263,0.156,0.012,-0.051,-0.063
264,0.249,0.1,-0.1,0.005
265,0.161,0.08800000000000001,-0.18100000000000002,-0.027000000000000003
266,-0.168,0.085,0.081,-0.076
267,-0.034,0.11199999999999999,0.2,-0.11199999999999999
268,0.239,0.055999999999999994,-0.076,-0.046
269,0.055999999999999994,-0.012,-0.122,0.032
270,-0.09,0.042,-0.11699999999999999,-0.012
271,-0.13699999999999998,-0.132,-0.081,-0.13699999999999998
272,-0.002,-0.071,0.073,-0.16399999999999998
273,0.049,-0.051,-0.015,-0.059000000000000004
274,-0.066,-0.046,-0.142,0.051
275,-0.166,-0.09300000000000001,0.205,0.139
276,0.051,-0.09,0.042,0.078
277,0.325,-0.046,0.085,0.034
278,0.142,-0.168,0.066,0.024
279,-0.222,-0.139,0.059000000000000004,0.073
280,-0.1,-0.125,-0.18600000000000003,0.055999999999999994
281,0.222,-0.012,0.0,0.081
282,0.188,-0.042,0.203,0.059000000000000004
283,-0.046,0.006999999999999999,0.073,0.02
284,-0.21,-0.039,0.017,-0.078
285,-0.146,0.027000000000000003,0.015,-0.024
286,0.17600000000000002,0.012,-0.005,0.13699999999999998
287,0.193,0.134,0.061,0.115
288,0.054000000000000006,0.142,-0.081,0.122
289,-0.085,0.037000000000000005,-0.17600000000000002,-0.054000000000000006
290,-0.005,0.017,-0.015,-0.105
291,0.063,-0.039,-0.071,-0.061
292,-0.161,0.01,-0.059000000000000004,0.09300000000000001
293,-0.139,0.11699999999999999,-0.032,0.09
294,0.049,0.125,-0.068,-0.027000000000000003
295,0.146,-0.146,0.098,0.002
296,0.032,-0.078,0.107,0.017
297,-0.166,-0.142,-0.078,0.081
298,-0.129,-0.059000000000000004,-0.017,0.063
299,0.13699999999999998,-0.061,0.042,0.022000000000000002
300,0.23199999999999998,-0.078,0.183,-0.015
301,-0.002,-0.01,0.022000000000000002,0.037000000000000005
302,-0.14400000000000002,0.073,-0.193,-0.09300000000000001
303,-0.049,-0.071,0.105,-0.054000000000000006
304,0.154,-0.16399999999999998,-0.017,0.034
305,0.22699999999999998,0.09,-0.059000000000000004,0.037000000000000005
306,0.081,-0.005,0.022000000000000002,0.095
307,-0.015,-0.132,0.11199999999999999,-0.012
308,0.02,-0.063,-0.146,-0.151
309,0.166,0.142,-0.107,-0.11699999999999999
310,0.193,-0.037000000000000005,-0.015,0.063
311,0.046,-0.107,-0.068,0.059000000000000004
312,-0.022000000000000002,-0.066,-0.1,-0.066
313,0.024,0.012,0.024,-0.12
314,0.002,-0.028999999999999998,0.166,-0.105
315,-0.005,-0.168,-0.127,0.02
316,0.042,-0.063,-0.132,0.081
317,0.032,-0.059000000000000004,0.10300000000000001,0.09
318,-0.054000000000000006,0.063,0.012,0.022000000000000002
319,-0.127,-0.11,-0.154,-0.044000000000000004
320,-0.012,-0.105,-0.09,-0.063
321,0.11199999999999999,-0.027000000000000003,0.006999999999999999,0.098
322,0.11,-0.081,-0.002,0.125
323,0.028999999999999998,0.012,-0.037000000000000005,0.028999999999999998
324,-0.095,0.028999999999999998,-0.083,-0.154
325,-0.11699999999999999,0.054000000000000006,0.042,-0.083
326,0.037000000000000005,0.028999999999999998,0.024,0.071
327,0.09,0.037000000000000005,-0.039,0.085
328,0.02,-0.049,-0.09300000000000001,0.129
329,-0.068,0.01,0.071,0.10300000000000001
330,-0.115,0.154,0.11,-0.037000000000000005
331,0.076,0.139,-0.032,-0.068
332,0.22699999999999998,0.125,0.055999999999999994,0.006999999999999999
333,0.054000000000000006,0.039,0.095,0.105
334,-0.098,0.012,-0.083,0.083
335,-0.266,-0.11,-0.17600000000000002,0.028999999999999998
336,-0.146,0.032,-0.061,-0.059000000000000004
337,0.098,-0.161,0.125,-0.034
338,0.0,-0.14400000000000002,0.046,0.051
339,-0.20800000000000002,-0.081,0.083,0.17800000000000002
340,0.134,-0.083,-0.068,0.122
341,0.032,-0.051,-0.134,0.095
342,-0.125,-0.142,-0.08800000000000001,0.042
343,-0.078,0.02,-0.059000000000000004,-0.006999999999999999
344,0.081,-0.129,-0.032,0.015
345,0.002,-0.076,0.01,0.012
346,-0.132,-0.027000000000000003,-0.42200000000000004,0.017
347,-0.166,0.1,-0.028999999999999998,0.02
348,0.054000000000000006,-0.006999999999999999,0.17800000000000002,-0.066
349,0.22699999999999998,-0.068,-0.166,-0.11199999999999999
350,0.1,0.129,0.059000000000000004,-0.061
351,-0.061,0.261,-0.17800000000000002,0.134
352,-0.068,-0.215,-0.09300000000000001,0.063
353,0.044000000000000004,-0.29100000000000004,0.105,0.01
354,0.139,0.02,0.217,-0.1
355,0.1,0.076,0.132,0.022000000000000002
356,-0.142,-0.012,0.195,0.10300000000000001
357,-0.166,-0.068,-0.063,0.068
358,-0.083,0.09,0.139,-0.083
359,-0.09,-0.024,0.435,0.032
360,-0.059000000000000004,-0.17600000000000002,-0.039,0.063
361,-0.049,-0.11,-0.20800000000000002,0.1
362,0.11699999999999999,-0.122,0.028999999999999998,0.115
363,0.078,0.006999999999999999,0.12,0.095
364,-0.027000000000000003,0.095,0.027000000000000003,-0.049
365,-0.044000000000000004,0.215,-0.1,-0.125
366,0.0,-0.02,-0.022000000000000002,-0.125
367,-0.006999999999999999,-0.049,0.071,-0.132
368,0.005,0.034,-0.107,-0.012
369,0.022000000000000002,0.28300000000000003,-0.122,0.024
370,0.085,0.212,0.09,0.005
371,0.054000000000000006,-0.115,0.024,-0.032
372,0.034,-0.17300000000000001,-0.17300000000000001,-0.081
373,-0.027000000000000003,0.14400000000000002,-0.081,-0.051
374,-0.055999999999999994,0.154,0.156,-0.002
375,-0.034,0.10300000000000001,0.006999999999999999,0.078
376,0.09,-0.027000000000000003,-0.08800000000000001,-0.02
377,0.076,-0.022000000000000002,-0.024,-0.078
378,-0.146,-0.134,0.183,-0.034
379,-0.21,-0.168,0.037000000000000005,0.044000000000000004
380,-0.01,0.078,-0.151,-0.002
381,0.027000000000000003,-0.083,0.054000000000000006,0.1
382,-0.01,-0.122,0.22,0.08800000000000001
383,-0.028999999999999998,-0.122,0.006999999999999999,0.076
384,0.076,-0.10300000000000001,-0.068,-0.012
385,0.083,0.054000000000000006,0.18100000000000002,-0.032
386,-0.017,0.024,-0.01,-0.024
387,0.022000000000000002,0.08800000000000001,-0.139,0.012
388,0.14400000000000002,-0.139,0.11699999999999999,0.039
389,0.044000000000000004,-0.049,-0.028999999999999998,0.002
390,-0.032,0.046,-0.10300000000000001,-0.076
391,-0.049,0.08800000000000001,-0.098,-0.049
392,0.061,-0.154,-0.024,-0.055999999999999994
393,0.22899999999999998,0.055999999999999994,-0.107,-0.006999999999999999
394,0.11699999999999999,0.188,-0.132,-0.006999999999999999
395,-0.028999999999999998,0.14400000000000002,-0.1,-0.012
396,-0.149,-0.049,-0.042,-0.073
397,0.002,-0.203,0.054000000000000006,-0.10300000000000001
398,-0.002,-0.078,0.049,0.017
399,-0.095,-0.115,0.0,0.105
400,-0.205,0.095,-0.168,0.049
401,-0.146,-0.085,0.083,-0.005
402,-0.055999999999999994,-0.18100000000000002,-0.017,-0.02
403,-0.028999999999999998,-0.195,-0.142,0.005
404,-0.044000000000000004,-0.13699999999999998,0.439,0.083
405,-0.039,-0.073,0.33899999999999997,0.032
406,0.037000000000000005,-0.039,0.16399999999999998,-0.012
407,0.063,-0.1,-0.09,-0.054000000000000006
408,-0.055999999999999994,0.034,-0.071,-0.10300000000000001
409,-0.122,0.14400000000000002,-0.055999999999999994,-0.059000000000000004
410,-0.055999999999999994,0.095,-0.18600000000000003,-0.022000000000000002
411,0.012,0.022000000000000002,-0.09,-0.002
412,-0.02,0.028999999999999998,0.061,-0.054000000000000006
413,-0.015,0.183,-0.08800000000000001,-0.098
414,-0.015,0.034,0.042,-0.078
415,-0.005,0.17600000000000002,-0.046,0.049
416,-0.002,0.0,-0.039,0.049
417,-0.037000000000000005,0.049,0.212,0.01
418,0.09,-0.028999999999999998,-0.12,-0.076
419,0.139,-0.017,-0.254,-0.054000000000000006
420,-0.22,0.024,0.081,0.01
421,-0.315,-0.017,0.266,0.068
422,0.005,-0.024,0.09,0.0
423,0.12,-0.02,-0.022000000000000002,0.042
424,-0.237,-0.044000000000000004,0.132,0.105
425,-0.20800000000000002,-0.098,0.39299999999999996,0.034
426,0.12,0.085,-0.039,-0.012
427,0.083,-0.09300000000000001,-0.125,-0.012
428,-0.063,0.012,-0.071,-0.006999999999999999
429,-0.222,0.066,0.132,0.017
430,-0.032,0.083,-0.054000000000000006,-0.046
431,0.139,0.076,0.376,-0.027000000000000003
432,0.083,0.042,-0.068,-0.083
433,-0.171,0.17300000000000001,-0.38799999999999996,-0.085
434,-0.129,0.17800000000000002,0.1,-0.085
435,0.205,0.129,-0.1,0.022000000000000002
436,0.312,0.028999999999999998,-0.18600000000000003,-0.039
437,0.1,0.071,0.149,-0.005
438,-0.16399999999999998,0.16399999999999998,0.247,-0.012
439,-0.11,0.11,-0.006999999999999999,-0.002
440,0.068,-0.015,0.149,0.08800000000000001
441,-0.034,-0.059000000000000004,0.051,0.095
442,-0.23399999999999999,-0.027000000000000003,-0.059000000000000004,-0.055999999999999994
443,-0.31,-0.156,0.09300000000000001,-0.12
444,-0.039,0.02,0.139,-0.022000000000000002
445,-0.012,0.051,0.154,0.054000000000000006
446,0.024,0.09300000000000001,-0.006999999999999999,0.115
447,-0.039,-0.083,0.107,0.09300000000000001
448,-0.01,-0.032,0.09,-0.015
449,0.02,0.105,-0.132,-0.063
450,-0.02,0.049,0.051,-0.015
451,-0.034,0.068,0.1,0.09300000000000001
452,-0.054000000000000006,0.027000000000000003,-0.055999999999999994,0.054000000000000006
453,-0.039,0.161,0.061,-0.081
454,-0.09300000000000001,0.037000000000000005,-0.1,-0.068
455,-0.1,0.046,-0.095,-0.055999999999999994
456,-0.061,-0.046,-0.015,-0.049
457,0.012,0.063,-0.005,-0.09300000000000001
458,-0.09,0.059000000000000004,-0.044000000000000004,-0.051
459,-0.171,0.049,-0.01,0.005
460,-0.149,0.09300000000000001,-0.024,-0.046
461,-0.063,-0.19,-0.012,-0.054000000000000006
462,-0.1,0.012,0.049,-0.006999999999999999
463,-0.161,-0.061,0.068,-0.059000000000000004
464,-0.132,-0.037000000000000005,-0.042,0.02
465,-0.16399999999999998,-0.166,-0.049,0.022000000000000002
466,-0.11199999999999999,0.039,0.078,0.005
467,-0.063,0.105,0.18600000000000003,-0.039
468,-0.063,-0.11199999999999999,0.006999999999999999,-0.076
469,0.034,-0.039,-0.149,-0.10300000000000001
470,0.107,-0.054000000000000006,0.076,-0.046
471,0.005,0.085,0.139,-0.01
472,0.032,-0.012,-0.41700000000000004,0.032
473,0.068,-0.061,-0.017,-0.046
474,0.012,-0.051,0.168,-0.055999999999999994
475,0.002,0.166,-0.024,-0.022000000000000002
476,0.063,0.059000000000000004,-0.08800000000000001,-0.055999999999999994
477,0.063,0.059000000000000004,0.039,-0.073
478,-0.105,-0.032,0.08800000000000001,-0.122
479,-0.09,0.051,0.034,-0.085
480,-0.006999999999999999,0.037000000000000005,-0.024,-0.012
481,0.005,-0.078,-0.015,-0.017
482,-0.073,-0.042,0.09300000000000001,0.0
483,-0.09,0.012,0.105,-0.066
484,-0.083,-0.01,-0.171,-0.039
485,-0.034,-0.028999999999999998,-0.059000000000000004,-0.024
486,-0.028999999999999998,-0.061,0.068,0.034
487,-0.098,0.142,0.051,0.078
488,-0.071,0.028999999999999998,-0.022000000000000002,-0.015
489,-0.034,-0.14400000000000002,0.055999999999999994,-0.073
490,0.012,0.046,0.085,-0.09300000000000001
491,-0.068,0.193,0.14400000000000002,-0.083
492,-0.115,0.068,-0.073,-0.005
493,-0.139,0.061,-0.154,0.02
494,-0.054000000000000006,0.14400000000000002,0.08800000000000001,-0.073
495,-0.098,0.076,0.015,-0.09300000000000001
496,-0.166,-0.09,0.081,-0.085
497,-0.17300000000000001,-0.032,-0.046,-0.055999999999999994
498,-0.055999999999999994,0.081,0.046,-0.028999999999999998
499,-0.085,0.022000000000000002,0.17800000000000002,-0.024
500,-0.127,-0.105,-0.01,-0.071
501,-0.09,-0.032,-0.005,-0.078
502,-0.08800000000000001,-0.002,0.125,-0.059000000000000004
503,-0.085,0.032,0.212,-0.022000000000000002
504,-0.063,-0.142,0.002,0.034
505,0.054000000000000006,-0.039,0.254,0.01
506,0.068,0.215,-0.071,-0.059000000000000004
507,-0.02,0.095,-0.049,-0.09300000000000001
508,-0.28600000000000003,0.11199999999999999,0.083,-0.083
509,-0.17300000000000001,-0.028999999999999998,-0.085,-0.125
510,0.40299999999999997,-0.022000000000000002,-0.024,-0.02
511,0.0,0.015,0.11199999999999999,-0.024
512,-0.405,0.032,0.037000000000000005,-0.054000000000000006
513,0.039,0.09300000000000001,-0.037000000000000005,-0.049
514,0.247,0.049,0.183,0.032
515,0.166,0.051,0.127,0.083
516,-0.14400000000000002,0.212,-0.02,0.028999999999999998
517,-0.168,-0.066,-0.083,-0.055999999999999994
518,0.006999999999999999,-0.085,0.122,-0.125
519,-0.049,-0.044000000000000004,0.017,-0.134
520,-0.212,-0.068,-0.273,0.028999999999999998
521,-0.276,0.09,-0.012,0.005
522,0.044000000000000004,0.076,0.19,-0.024
523,0.17800000000000002,0.039,-0.063,0.039
524,-0.002,0.005,-0.129,0.076
525,-0.059000000000000004,0.081,0.059000000000000004,0.044000000000000004
526,0.024,0.068,0.13699999999999998,0.09
527,-0.002,0.054000000000000006,0.027000000000000003,0.017
528,-0.076,-0.01,-0.073,-0.063
529,-0.076,0.078,-0.005,-0.034
530,-0.076,0.149,0.044000000000000004,0.061
531,-0.02,0.237,0.027000000000000003,-0.024
532,0.024,0.154,0.17600000000000002,-0.015
533,-0.02,0.02,-0.151,-0.005
534,-0.02,0.098,-0.22899999999999998,0.081
535,-0.051,0.073,0.073,0.032
536,0.059000000000000004,0.13699999999999998,0.17300000000000001,-0.034
537,0.068,0.085,0.146,-0.01
538,-0.122,0.0,0.078,0.027000000000000003
539,-0.11699999999999999,-0.01,0.042,0.09300000000000001
540,-0.149,-0.037000000000000005,0.002,0.055999999999999994
541,-0.078,0.071,-0.012,-0.012
